Row ID,Order Priority,Discount offered,Unit Price,Freight Expenses,Customer ID,Name of customer,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,Product Base Margin,State,City,Region,Country,ZIP Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Target,Order ID
21264,High,0.04,80.98,35,357,Gigaclub,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,0.81,Karnataka,Tumkur,South,India,,07-03-2011,07-04-2011,-921.68,11,874.4,,91133
21265,Critical,0.07,65.99,5.26,357,Gigaclub,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,0.56,Karnataka,Tumkur,South,India,,07-03-2011,07-03-2011,-204.93,2,106.65,1800,91133
23135,Not Specified,0.06,22.24,1.99,357,Gigaclub,Express Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.43,Karnataka,Tumkur,South,India,,11/18/2012,11/20/2012,239.4231,15,346.99,100,91134
22409,High,0.08,110.98,35,357,Gigaclub,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,0.82,Karnataka,Tumkur,South,India,,8/26/2013,8/28/2013,-154.89568,5,550.37,,91136
24794,Low,0.09,19.23,6.15,369,JumpXS,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,0.44,Orissa,Koraput,East,India,,10-11-2010,10/13/2010,211.232,21,394.1,1000,90292
25214,Critical,0.04,110.98,13.99,369,JumpXS,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,0.69,Orissa,Koraput,East,India,,03-03-2013,03-05-2013,820.94,11,1269.37,1000,90294
25215,High,0.0001,4.98,7.54,369,JumpXS,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.38,Orissa,Koraput,East,India,,03-03-2013,03-05-2013,-24.43,1,6.54,,90294
25216,High,0.09,1.81,1.56,369,JumpXS,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,0.49,Orissa,Koraput,East,India,,03-03-2013,03-03-2013,-18.57,6,10.6,100,90294
23972,Critical,0.04,70.98,26.85,369,JumpXS,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,,Orissa,Koraput,East,India,,8/14/2013,8/16/2013,377.02648,23,1706.04,1500,90295
23973,High,0.03,40.99,17.48,369,JumpXS,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.36,Orissa,Koraput,East,India,,8/14/2013,8/15/2013,363.06312,16,677,,90295
20279,High,0.01,6.48,5.14,374,Buzzdog,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.37,Maharashtra,Jalna,West,India,,10-09-2012,10-10-2012,-119.448,20,136.01,,90919
20280,High,0.02,10.23,4.68,374,Buzzdog,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,0.59,Maharashtra,Jalna,West,India,,10-09-2012,10-11-2012,67.044,8,85.75,55,90919
21392,Not Specified,0.02,200.98,55.96,375,Voonix,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,0.75,Maharashtra,Raver,West,India,,3/14/2010,3/16/2010,-224.9478,11,2331.9,1500,90917
21393,High,0.02,4.28,5.17,375,Voonix,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.4,Maharashtra,Raver,West,India,,3/14/2010,3/15/2010,196.8,6,27.47,,90917
21508,High,0.09,55.99,2.5,375,Voonix,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,0.83,Maharashtra,Raver,West,India,,03-11-2011,3/13/2011,-124.096,9,390.31,1800,90918
21660,High,0.1,15.74,1.39,375,Voonix,Express Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,0.4,Maharashtra,Raver,West,India,,11/20/2012,11/21/2012,193.728,16,257.41,,90920
21661,Medium,0.08,46.94,6.77,375,Voonix,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,0.44,Maharashtra,Raver,West,India,,11/20/2012,11/21/2012,99.819,35,1623.05,1000,90920
21394,Not Specified,0.04,85.99,0.99,375,Voonix,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Wrap Bag,0.85,Maharashtra,Raver,West,India,,3/14/2013,3/16/2013,27.222,5,375.4,1800,90921
24638,Critical,0.04,15.98,4,395,Livefish,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,0.37,Andhra Pradesh,Bapatla,South,India,,12/18/2010,12/19/2010,-19.208,4,64.59,100,86384
24639,High,0.06,22.84,5.47,395,Livefish,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.39,Andhra Pradesh,Bapatla,South,India,,12/18/2010,12/20/2010,7.44,20,461.94,,86384
23970,Not Specified,0.07,286.85,61.76,395,Livefish,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,0.78,Andhra Pradesh,Bapatla,South,India,,09-04-2013,09-06-2013,-32.48,23,5082.26,,86396
21152,Low,0.03,150.98,66.27,401,Skalith,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,0.65,Madhya Pradesh,Khandwa,West,India,,04-03-2011,04-03-2011,-1061.68,12,1774.7,1500,87805
18386,High,0.04,6.48,9.54,401,Skalith,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.37,Madhya Pradesh,Khandwa,West,India,,9/22/2012,9/23/2012,-189.33,17,114.76,,87806
18387,High,0.09,15.42,10.68,401,Skalith,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.58,Madhya Pradesh,Khandwa,West,India,,9/22/2012,9/22/2012,-185.8,16,236.5,,87806
25836,High,0.1,6.48,9.68,402,Centizu,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.36,Madhya Pradesh,Mandla,West,India,,10-01-2012,10-01-2012,-110.3436,8,51.5,,87807
25837,Critical,0.06,85.99,1.25,402,Centizu,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,0.39,Madhya Pradesh,Mandla,West,India,,10-01-2012,10-03-2012,460.04508,10,714.54,1800,87807
24294,High,0.08,2.08,1.49,402,Centizu,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.38,Madhya Pradesh,Mandla,West,India,,1/22/2013,1/23/2013,-6.14606,1,2.25,80,87808
22309,High,0.07,5.74,5.01,402,Centizu,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.39,Madhya Pradesh,Mandla,West,India,,9/27/2013,10-04-2013,-15.8171,3,19.66,80,87810
22310,Low,0.01,43.98,1.99,402,Centizu,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,0.44,Madhya Pradesh,Mandla,West,India,,9/27/2013,10-04-2013,602.8944,19,873.76,,87810
18428,High,0.05,178.47,19.99,411,Youbridge,Express Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,0.55,Orissa,Koraput,East,India,,05-04-2010,05-07-2010,943,9,1531.31,,87905
18578,High,0.1,15.7,11.25,417,Realfire,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.6,Uttar Pradesh,Banda,North,India,,3/16/2012,3/16/2012,-156.76,7,108.13,,87704
18937,High,0.02,2.94,0.96,417,Realfire,Express Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,0.58,Uttar Pradesh,Banda,North,India,,08-04-2012,08-06-2012,18.7812,20,62.36,,87705
18938,High,0.07,1.81,0.75,417,Realfire,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,0.52,Uttar Pradesh,Banda,North,India,,08-04-2012,08-05-2012,-1.3624,3,5.58,100,87705
18753,High,0.01,4.13,0.5,417,Realfire,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,0.39,Uttar Pradesh,Banda,North,India,,7/20/2013,7/27/2013,21.4521,7,31.09,200,87707
18754,Low,0.04,209.84,21.21,417,Realfire,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,0.59,Uttar Pradesh,Banda,North,India,,7/20/2013,7/29/2013,600.231,4,869.9,1000,87707
18357,High,0.04,3.36,6.27,417,Realfire,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.4,Uttar Pradesh,Banda,North,India,,8/14/2013,8/16/2013,-10.839348,3,13.54,80,87708
22355,High,0.02,15.28,1.99,428,Oyoloo,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.42,Bihar,Begusarai,North,India,,7/15/2010,7/16/2010,163.1574,15,236.46,100,88479
22356,High,0.0001,85.99,3.3,428,Oyoloo,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,0.37,Bihar,Begusarai,North,India,,7/15/2010,7/16/2010,-302.225,1,73.82,1800,88479
25351,High,0.05,10.98,4.8,428,Oyoloo,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,0.36,Bihar,Begusarai,North,India,,09-03-2010,09-05-2010,90.62,22,243.11,,88480
24382,High,0.09,19.98,5.97,428,Oyoloo,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.38,Bihar,Begusarai,North,India,,11/15/2013,11/15/2013,370.53632,33,617.32,,88486
25896,High,0.1,30.56,2.99,431,Zoovu,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.35,Uttar Pradesh,Bijnor,North,India,,11/21/2012,11/22/2012,62.3458,5,147.15,80,90700
25897,Not Specified,0.0001,73.98,12.14,431,Zoovu,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,0.67,Uttar Pradesh,Bijnor,North,India,,11/21/2012,11/22/2012,34.732,13,972.26,,90700
25959,Low,0.03,65.99,5.92,431,Zoovu,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,0.55,Uttar Pradesh,Bijnor,North,India,,12-03-2012,12-10-2012,671.8599,17,973.71,1800,90701
18030,High,0.03,36.55,13.89,450,Divape,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,0.41,Madhya Pradesh,Mandla,West,India,,12/27/2011,12/29/2011,391.305,16,619.17,,86020
18074,Medium,0.09,65.99,19.99,450,Divape,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,0.59,Madhya Pradesh,Mandla,West,India,,8/20/2012,8/22/2012,-148.005,11,581.2,1800,86022
20851,High,0.03,15.99,11.28,451,Voonix,Regular Air,Restaurant Chain,Canned Foods,Compote,Medium Box,0.38,Madhya Pradesh,Ratlam,West,India,,04-10-2010,04-11-2010,-53.2962,2,35.48,85,86010
21117,High,0.04,37.7,2.99,451,Voonix,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,0.35,Madhya Pradesh,Ratlam,West,India,,5/27/2010,5/28/2010,299.6739,12,434.31,160,86012
18536,High,0.01,8.88,6.28,451,Voonix,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,0.35,Madhya Pradesh,Ratlam,West,India,,07-05-2010,07-10-2010,-15.456,2,19.86,160,86013
18537,High,0.06,2.88,0.99,451,Voonix,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,0.36,Madhya Pradesh,Ratlam,West,India,,07-05-2010,7/14/2010,16.0494,8,23.26,200,86013
19612,Low,0.09,19.98,4,451,Voonix,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,0.68,Madhya Pradesh,Ratlam,West,India,,07-04-2011,07-11-2011,-65.67,2,40.87,600,86016
20421,Not Specified,0.0001,16.48,1.99,451,Voonix,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,0.42,Madhya Pradesh,Ratlam,West,India,,10-08-2011,10-09-2011,157.0348,14,231.62,600,86018
20440,High,0.09,3.74,4.69,451,Voonix,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,0.35,Madhya Pradesh,Ratlam,West,India,,5/21/2013,5/22/2013,-60.9615,7,26.82,160,86026
21118,Critical,0.01,55.99,5,452,Linktype,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Pack,0.83,Madhya Pradesh,Sagar,West,India,,5/27/2010,5/28/2010,-235.895,1,51.83,1800,86012
21883,Low,0.01,146.05,80.2,452,Linktype,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,0.71,Madhya Pradesh,Sagar,West,India,,9/20/2011,9/24/2011,-1704.89,19,2839.31,,86017
22019,High,0.04,8.45,7.77,452,Linktype,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Small Pack,0.55,Madhya Pradesh,Sagar,West,India,,10-03-2012,10-05-2012,-242.3628,25,206.69,55,86024
22020,Critical,0.04,115.99,4.23,452,Linktype,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,0.56,Madhya Pradesh,Sagar,West,India,,10-03-2012,10-05-2012,223.04664,8,810.18,1800,86024
22318,Not Specified,0.03,29.34,7.87,453,Mydo,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,0.54,Madhya Pradesh,Satna,West,India,,05-08-2010,05-10-2010,-41.32,1,32.4,1000,86011
22861,Medium,0.07,125.99,2.5,453,Mydo,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,0.58,Madhya Pradesh,Satna,West,India,,12/16/2011,12/18/2011,-129.426,4,424.67,1800,86019
22382,Low,0.06,31.78,1.99,453,Mydo,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,0.42,Madhya Pradesh,Satna,West,India,,9/24/2012,9/28/2012,436.9839,20,633.31,600,86023
22383,High,0.06,4.98,5.02,453,Mydo,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,0.38,Madhya Pradesh,Satna,West,India,,9/24/2012,9/26/2012,-11.36,1,6.45,,86023
22384,High,0.06,16.99,8.99,453,Mydo,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Pack,0.56,Madhya Pradesh,Satna,West,India,,9/24/2012,9/28/2012,-91.31,17,286.73,,86023
22385,Low,0.0001,209.37,69,453,Mydo,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,0.79,Madhya Pradesh,Satna,West,India,,9/24/2012,10-03-2012,-626.45,9,2011.23,,86023
22336,Critical,0.07,115.99,5.92,453,Mydo,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,0.58,Madhya Pradesh,Satna,West,India,,07-07-2013,07-07-2013,1024.9122,15,1485.38,1800,86029
22159,High,0.02,1.76,0.7,453,Mydo,Express Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,0.56,Madhya Pradesh,Satna,West,India,,12/27/2013,12/28/2013,7.67104,11,22.61,,86033
26395,Critical,0.01,15.98,8.99,454,Edgeify,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,0.64,Maharashtra,Aurangabad,West,India,,5/31/2012,06-02-2012,-125.8,10,168.37,600,86021
26396,High,0.08,12.28,6.47,454,Edgeify,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,0.38,Maharashtra,Aurangabad,West,India,,5/31/2012,06-02-2012,-10.84,18,205.94,,86021
26397,High,0.1,30.98,5.09,454,Edgeify,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,0.4,Maharashtra,Aurangabad,West,India,,5/31/2012,06-02-2012,84.53,5,148.45,,86021
24719,High,0.09,46.89,5.1,454,Edgeify,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Medium Box,0.46,Maharashtra,Aurangabad,West,India,,06-12-2013,6/14/2013,446.4645,14,647.05,200,86028
24720,Critical,0.05,6.64,4.95,454,Edgeify,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,0.37,Maharashtra,Aurangabad,West,India,,06-12-2013,6/13/2013,-30.432,19,131.32,1000,86028
25721,Medium,0.0001,12.58,5.16,454,Edgeify,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,0.43,Maharashtra,Aurangabad,West,India,,08-12-2013,08-12-2013,222.48392,25,323.42,1000,86030
24730,High,0.08,178.47,19.99,454,Edgeify,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,0.55,Maharashtra,Aurangabad,West,India,,8/15/2013,8/16/2013,1825.2501,15,2645.29,,86031
18467,High,0.07,165.2,19.99,463,Oloo,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.59,West Bengal,Diamond Harbour,East,India,,7/14/2010,7/16/2010,521.69,7,1081.54,,88061
21243,Not Specified,0.05,115.99,56.14,463,Oloo,Delivery Truck,Stand Alone Restaurants,Canned Foods,Compote,Jumbo Drum,0.4,West Bengal,Diamond Harbour,East,India,,3/31/2011,04-02-2011,-44.5179,6,714.29,85,88062
18721,High,0.05,8.01,2.87,463,Oloo,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,0.4,West Bengal,Diamond Harbour,East,India,,03-01-2012,03-04-2012,31,7,56.23,,88065
19427,Low,0.09,209.84,21.21,463,Oloo,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,0.59,West Bengal,Diamond Harbour,East,India,,10-11-2012,10/15/2012,2820.8764,24,4776.61,1000,88066
22731,High,0.06,27.48,4,463,Oloo,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,0.75,West Bengal,Diamond Harbour,East,India,,05-07-2013,05-09-2013,-101.41,1,28.87,,88068
18674,High,0.02,67.28,19.99,463,Oloo,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.4,West Bengal,Diamond Harbour,East,India,,12/28/2013,12/30/2013,730.2615,15,1058.35,80,88070
25611,Low,0.06,5.08,2.03,464,Meevee,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Wrap Bag,0.51,West Bengal,Jalpaiguri,East,India,,10/18/2011,10/20/2011,16.7992,14,68.47,1000,88063
23586,Not Specified,0.08,39.98,9.2,464,Meevee,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Wrap Bag,0.65,West Bengal,Jalpaiguri,East,India,,12/17/2012,12/19/2012,303.705,17,661.29,1000,88067
23587,High,0.02,5.84,1.2,464,Meevee,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,0.55,West Bengal,Jalpaiguri,East,India,,12/17/2012,12/19/2012,51.36,14,84.73,,88067
25610,High,0.06,11.58,5.72,464,Meevee,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,0.35,West Bengal,Jalpaiguri,East,India,,10/18/2013,10/20/2013,51.91,19,224.24,,88069
25033,High,0.03,55.48,6.79,492,Gevee,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.37,Telengana,Mahbubnagar,South,India,,09-10-2011,09-12-2011,-47.838,15,821.92,,88909
24068,Low,0.02,105.34,24.49,492,Gevee,Express Air,Personel Usage,Preserved Food,Marmalade,Large Box,0.61,Telengana,Mahbubnagar,South,India,,7/27/2013,08-05-2013,-2549.176,4,439.45,1000,88910
25034,High,0.0001,20.89,11.52,492,Gevee,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,0.83,Telengana,Mahbubnagar,South,India,,09-10-2013,09-11-2013,82.482,1,26.65,,88911
19146,Medium,0.06,8.32,2.38,494,Bluezoom,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,0.74,Uttar Pradesh,Ghaziabad,North,India,,5/15/2010,5/17/2010,-36.63,12,101.26,250,88905
19147,High,0.08,2.94,0.96,494,Bluezoom,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,0.58,Uttar Pradesh,Ghaziabad,North,India,,5/15/2010,5/17/2010,-2.12,6,17.4,,88905
19450,High,0.01,4.98,6.07,494,Bluezoom,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.36,Uttar Pradesh,Ghaziabad,North,India,,08-10-2010,08-11-2010,-35.9164,10,52.93,,88907
18914,Critical,0.02,1360.14,14.7,494,Bluezoom,Delivery Truck,Personel Usage,Canned Foods,Compote,Jumbo Drum,0.59,Uttar Pradesh,Ghaziabad,North,India,,12/20/2010,12/22/2010,3042.18,6,8637.44,,88908
24046,High,0.02,9.06,9.86,494,Bluezoom,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.4,Uttar Pradesh,Ghaziabad,North,India,,12/20/2010,12/22/2010,-31.755,6,59.95,,88908
24069,Low,0.08,39.89,3.04,494,Bluezoom,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,0.53,Uttar Pradesh,Ghaziabad,North,India,,7/27/2013,08-01-2013,391.23,15,567,1000,88910
19998,High,0.1,28.15,6.17,496,Kwilith,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,0.55,Maharashtra,Raver,West,India,,02-11-2011,02-12-2011,19.56,4,106.84,,90707
20995,High,0.08,60.98,30,496,Kwilith,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,0.7,Maharashtra,Raver,West,India,,04-08-2013,04-10-2013,-378,8,483.24,1800,90709
26315,Critical,0.07,152.48,6.5,497,Skilith,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,0.74,Maharashtra,Solapur,West,India,,11/14/2010,11/16/2010,171.8388,35,5062.49,,90706
25884,High,0.1,3.89,7.01,497,Skilith,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.37,Maharashtra,Solapur,West,India,,5/20/2012,5/22/2012,-11.4793,13,52.06,80,90708
25885,High,0.08,6.48,10.05,497,Skilith,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.37,Maharashtra,Solapur,West,India,,5/20/2012,5/22/2012,-26.278,4,29.98,,90708
20996,High,0.1,10.64,5.16,497,Skilith,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,0.57,Maharashtra,Solapur,West,India,,04-08-2013,04-10-2013,4.086,12,124.3,1000,90709
19602,Low,0.1,35.41,1.99,499,Twimbo,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.43,Maharashtra,Wardha,West,India,,04-09-2012,4/16/2012,-90.94,1,32.51,100,90368
19603,High,0.0001,16.74,7.04,499,Twimbo,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.81,Maharashtra,Wardha,West,India,,04-09-2012,04-09-2012,-142.75,9,155.59,,90368
22262,Critical,0.0001,30.42,8.65,499,Twimbo,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,0.74,Maharashtra,Wardha,West,India,,5/21/2013,5/22/2013,-60.98,16,518.81,100,90371
22806,Not Specified,0.07,14.48,1.99,500,Realblab,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.49,Orissa,Sundargarh,East,India,,11-02-2012,11-04-2012,98.032,18,251.37,100,90369
23107,High,0.09,20.89,1.99,500,Realblab,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.48,Orissa,Sundargarh,East,India,,11-07-2012,11-10-2012,326.216,27,520.08,100,90370
22263,High,0.08,4.91,0.5,500,Realblab,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,0.36,Orissa,Sundargarh,East,India,,5/21/2013,5/23/2013,28.8972,9,41.88,200,90371
24662,High,0.08,6.48,7.91,500,Realblab,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.37,Orissa,Sundargarh,East,India,,5/31/2013,06-07-2013,-179.11,14,90.21,,90372
21958,High,0.01,20.98,53.03,508,Zoomdog,Delivery Truck,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Jumbo Drum,0.78,Chhattisgarh,Rajnandgaon,North,India,,2/23/2010,2/23/2010,-282.0818,5,123,,87356
18305,Critical,0.01,128.24,12.65,508,Zoomdog,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Medium Box,,Chhattisgarh,Rajnandgaon,North,India,,10/18/2010,10/21/2010,140.1354,4,554.08,1800,87357
18981,High,0.03,4.06,6.89,508,Zoomdog,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,0.6,Chhattisgarh,Rajnandgaon,North,India,,6/21/2011,6/28/2011,131.3226,6,27.24,200,87358
22479,High,0.08,95.99,35,508,Zoomdog,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,,Chhattisgarh,Rajnandgaon,North,India,,05-07-2012,05-08-2012,1103.5224,3,278.06,,87359
24641,High,0.1,15.14,4.53,508,Zoomdog,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.81,Chhattisgarh,Rajnandgaon,North,India,,8/17/2013,8/19/2013,46.47,20,280.21,,87363
19895,High,0.02,48.04,5.09,510,Demizz,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.37,Maharashtra,Baramati,West,India,,1/13/2010,1/13/2010,105.2526,3,152.54,,90058
20007,High,0.03,6.37,5.19,510,Demizz,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.38,Maharashtra,Baramati,West,India,,08-01-2010,08-02-2010,-29.0927,14,89.79,,90059
21318,High,0.08,7.28,5.47,510,Demizz,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.35,Maharashtra,Baramati,West,India,,7/25/2011,7/27/2011,-28.13,5,36.1,,90061
19393,High,0.07,8.85,5.6,510,Demizz,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,0.36,Maharashtra,Baramati,West,India,,11/16/2011,11/17/2011,1.3915,5,53.64,800,90062
19394,Medium,0.01,449.99,24.49,510,Demizz,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,0.52,Maharashtra,Baramati,West,India,,11/16/2011,11/18/2011,53.3248,9,4129.7,5000,90062
19894,Low,0.03,145.45,17.85,510,Demizz,Delivery Truck,Hotels / Hospitals,Canned Foods,Compote,Jumbo Drum,0.56,Maharashtra,Baramati,West,India,,1/13/2013,1/18/2013,-468.598356,1,148.45,800,90067
21962,High,0.05,11.34,5.01,521,Skyvu,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.36,Tamil Nadu,Krishnagiri,South,India,,12/31/2011,01-01-2012,60.045,12,138.05,,89329
18934,High,0.1,34.76,8.22,521,Skyvu,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.57,Tamil Nadu,Krishnagiri,South,India,,02-01-2013,02-03-2013,43.36,7,225.5,,89330
18935,Medium,0.1,286.85,61.76,521,Skyvu,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,0.78,Tamil Nadu,Krishnagiri,South,India,,02-01-2013,02-02-2013,-298.62,3,682.64,,89330
21623,High,0.03,535.64,14.7,521,Skyvu,Delivery Truck,Stand Alone Restaurants,Canned Foods,Compote,Jumbo Drum,0.59,Tamil Nadu,Krishnagiri,South,India,,08-07-2013,08-08-2013,8202.5682,22,11887.78,85,89332
25334,Not Specified,0.02,212.6,52.2,527,Einti,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,0.64,Punjab,Jalandhar,West,India,,4/21/2012,4/22/2012,611.11,14,2931.79,,90029
21919,High,0.0001,6.68,5.66,531,Voomm,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.37,Tamil Nadu,Chidambaram,South,India,,04-10-2013,04-12-2013,-18.24,2,15.04,,88542
